#   M	    K	    N	    v3.3	  no_tma	 dev_tma	host_tma
 1280	 1024	 1024	0.012036	0.010211	0.010967	0.008454
 1280	 1024	 1280	0.013589	0.011689	0.011457	0.008513
 1280	 1024	 1536	0.014640	0.010384	0.011696	0.008396
 1280	 1024	 1792	0.019706	0.016854	0.015476	0.010908
 1280	 1024	 2048	0.021136	0.017938	0.015571	0.010852
 1280	 1024	 2304	0.019904	0.017357	0.015885	0.011414
 1280	 1024	 2560	0.019961	0.018335	0.016383	0.012880
 1280	 1024	 2816	0.020180	0.018419	0.016732	0.014550
 1280	 1024	 3072	0.021489	0.017601	0.016763	0.014050
 1280	 1024	 3328	0.027832	0.018063	0.016897	0.017974
 1280	 1024	 3584	0.035707	0.027394	0.039654	0.018260
 1280	 1024	 3840	0.036291	0.026965	0.025919	0.018175
 1280	 1024	 4096	0.040412	0.027207	0.027707	0.018798
 1536	 1024	  256	0.007957	0.007186	0.007885	0.005145
 1536	 1024	  512	0.009678	0.008377	0.008531	0.006376
 1536	 1024	  768	0.012011	0.010619	0.010657	0.008216
 1536	 1024	 1024	0.012073	0.010283	0.011556	0.007872
 1536	 1024	 1280	0.013606	0.011219	0.011712	0.008302
 1536	 1024	 1536	0.017005	0.017274	0.015518	0.010824
 1536	 1024	 1792	0.019900	0.017955	0.015552	0.011113
 1536	 1024	 2048	0.021341	0.017511	0.015636	0.011710
 1536	 1024	 2304	0.020263	0.018519	0.016418	0.013273
 1536	 1024	 2560	0.021698	0.017983	0.016412	0.013637
 1536	 1024	 2816	0.020360	0.018471	0.017211	0.014732
 1536	 1024	 3072	0.028883	0.026765	0.024971	0.018168
 1536	 1024	 3328	0.032407	0.032769	0.031258	0.018425
 1536	 1024	 3584	0.037415	0.028252	0.030161	0.018776
 1536	 1024	 3840	0.034215	0.029151	0.030819	0.019625
 1536	 1024	 4096	0.038506	0.029408	0.031986	0.022655
 1792	 1024	  256	0.007895	0.007191	0.007803	0.005278
 1792	 1024	  512	0.009585	0.009121	0.009004	0.006562
 1792	 1024	  768	0.012631	0.010748	0.011380	0.009138
 1792	 1024	 1024	0.012710	0.010340	0.011591	0.009416
 1792	 1024	 1280	0.019700	0.017084	0.015508	0.010908
 1792	 1024	 1536	0.020079	0.017933	0.015817	0.011153
 1792	 1024	 1792	0.021428	0.017573	0.015922	0.011769
 1792	 1024	 2048	0.020034	0.019407	0.019376	0.013446
 1792	 1024	 2304	0.020618	0.018125	0.017173	0.014415
 1792	 1024	 2560	0.028936	0.026697	0.024805	0.018517
 1792	 1024	 2816	0.036808	0.026892	0.027898	0.018464
 1792	 1024	 3072	0.032809	0.027728	0.030513	0.018992
 1792	 1024	 3328	0.038313	0.035558	0.030818	0.026748
 1792	 1024	 3584	0.036635	0.029294	0.031440	0.020969
 1792	 1024	 3840	0.038815	0.037794	0.032121	0.028208
 1792	 1024	 4096	0.040532	0.034509	0.033033	0.025990
 2048	 1024	  256	0.008104	0.007405	0.008011	0.005176
 2048	 1024	  512	0.010248	0.008903	0.009002	0.005550
 2048	 1024	  768	0.012157	0.010671	0.013386	0.008585
 2048	 1024	 1024	0.014615	0.011651	0.011725	0.008606
 2048	 1024	 1280	0.019940	0.017270	0.015677	0.010800
 2048	 1024	 1536	0.020128	0.017455	0.016022	0.011703
 2048	 1024	 1792	0.020048	0.018907	0.017880	0.013553
 2048	 1024	 2048	0.020362	0.017592	0.016610	0.014122
 2048	 1024	 2304	0.040802	0.026671	0.025666	0.018504
 2048	 1024	 2560	0.032412	0.034004	0.029650	0.018857
 2048	 1024	 2816	0.040859	0.029042	0.030998	0.021951
 2048	 1024	 3072	0.036022	0.029760	0.041542	0.020852
 2048	 1024	 3328	0.038760	0.035250	0.032990	0.025339
 2048	 1024	 3584	0.049116	0.035578	0.034140	0.026208
 2048	 1024	 3840	0.040882	0.037457	0.036102	0.027959
 2048	 1024	 4096	0.052037	0.038295	0.035673	0.035760
 2304	 1024	  256	0.010320	0.009892	0.008866	0.006478
 2304	 1024	  512	0.012502	0.015820	0.011180	0.008836
 2304	 1024	  768	0.012980	0.010930	0.011515	0.008115
 2304	 1024	 1024	0.016846	0.016944	0.015811	0.010943
 2304	 1024	 1280	0.017060	0.021624	0.016120	0.011389
 2304	 1024	 1536	0.021557	0.019041	0.019252	0.013425
 2304	 1024	 1792	0.021775	0.017908	0.016823	0.014018
 2304	 1024	 2048	0.035667	0.026736	0.025987	0.018218
 2304	 1024	 2304	0.040528	0.027212	0.029775	0.019053
 2304	 1024	 2560	0.040734	0.028696	0.031973	0.020271
 2304	 1024	 2816	0.041004	0.030174	0.031353	0.020987
 2304	 1024	 3072	0.041423	0.034986	0.032702	0.026020
 2304	 1024	 3328	0.041526	0.037899	0.036920	0.028402
 2304	 1024	 3584	0.040983	0.035999	0.034709	0.029804
 2304	 1024	 3840	0.054518	0.050659	0.046734	0.033301
 2304	 1024	 4096	0.055386	0.055913	0.047256	0.035493
 2560	 1024	  256	0.010114	0.009410	0.008338	0.006857
 2560	 1024	  512	0.012641	0.011870	0.012820	0.008291
 2560	 1024	  768	0.012918	0.011788	0.011846	0.008907
 2560	 1024	 1024	0.021288	0.017136	0.015808	0.011152
 2560	 1024	 1280	0.020067	0.017421	0.015827	0.012941
 2560	 1024	 1536	0.020550	0.017813	0.016637	0.013726
 2560	 1024	 1792	0.028670	0.026527	0.025074	0.018182
 2560	 1024	 2048	0.037221	0.027016	0.028611	0.019674
 2560	 1024	 2304	0.033962	0.028148	0.031647	0.021190
 2560	 1024	 2560	0.038460	0.038083	0.033385	0.030265
 2560	 1024	 2816	0.041428	0.033962	0.034826	0.032953
 2560	 1024	 3072	0.041758	0.035694	0.033682	0.029174
 2560	 1024	 3328	0.051445	0.036957	0.038930	0.031485
 2560	 1024	 3584	0.055177	0.051863	0.048909	0.034955
 2560	 1024	 3840	0.062089	0.049826	0.050592	0.042149
 2560	 1024	 4096	0.060792	0.052282	0.055773	0.057400
 2816	 1024	  256	0.009702	0.009899	0.009027	0.006430
 2816	 1024	  512	0.012188	0.010786	0.012930	0.008177
 2816	 1024	  768	0.013653	0.010945	0.011918	0.008564
 2816	 1024	 1024	0.020386	0.017196	0.015675	0.011667
 2816	 1024	 1280	0.020111	0.018622	0.016577	0.013377
 2816	 1024	 1536	0.021776	0.018776	0.017715	0.015256
 2816	 1024	 1792	0.040721	0.033335	0.030201	0.018410
 2816	 1024	 2048	0.035543	0.028407	0.031315	0.021169
 2816	 1024	 2304	0.041043	0.030595	0.033118	0.021798
 2816	 1024	 2560	0.048057	0.035579	0.032376	0.026533
 2816	 1024	 2816	0.041048	0.039561	0.033918	0.028883
 2816	 1024	 3072	0.042198	0.036738	0.036572	0.031903
 2816	 1024	 3328	0.065833	0.052409	0.047723	0.047858
 2816	 1024	 3584	0.061675	0.049082	0.050402	0.039812
 2816	 1024	 3840	0.060787	0.068625	0.053886	0.041623
 2816	 1024	 4096	0.067508	0.056043	0.054756	0.064800
 3072	 1024	  256	0.009666	0.009301	0.008584	0.007127
 3072	 1024	  512	0.012205	0.010781	0.013421	0.008351
 3072	 1024	  768	0.019967	0.016888	0.015497	0.011301
 3072	 1024	 1024	0.021492	0.017565	0.015824	0.014118
 3072	 1024	 1280	0.021663	0.017779	0.016497	0.019358
 3072	 1024	 1536	0.033825	0.033456	0.026181	0.018234
 3072	 1024	 1792	0.032598	0.027621	0.030770	0.018941
 3072	 1024	 2048	0.041010	0.029995	0.031457	0.020582
 3072	 1024	 2304	0.041343	0.038189	0.034683	0.025753
 3072	 1024	 2560	0.045024	0.036769	0.033022	0.029194
 3072	 1024	 2816	0.042706	0.037866	0.035420	0.030893
 3072	 1024	 3072	0.062117	0.055738	0.049644	0.035530
 3072	 1024	 3328	0.061948	0.052563	0.049189	0.042315
 3072	 1024	 3584	0.061831	0.054613	0.056953	0.045617
 3072	 1024	 3840	0.062416	0.072283	0.056439	0.045767
 3072	 1024	 4096	0.064274	0.062751	0.080816	0.055082
 3328	 1024	  256	0.009985	0.010808	0.009363	0.005923
 3328	 1024	  512	0.013443	0.010940	0.013668	0.008155
 3328	 1024	  768	0.020788	0.016583	0.015511	0.011685
 3328	 1024	 1024	0.025347	0.017594	0.016237	0.012889
 3328	 1024	 1280	0.020614	0.019422	0.017407	0.015114
 3328	 1024	 1536	0.041743	0.032855	0.029676	0.018420
 3328	 1024	 1792	0.034489	0.028427	0.032766	0.020130
 3328	 1024	 2048	0.054724	0.035596	0.032692	0.027939
 3328	 1024	 2304	0.049518	0.056209	0.033677	0.034302
 3328	 1024	 2560	0.041734	0.040330	0.035509	0.031477
 3328	 1024	 2816	0.058371	0.053106	0.047490	0.035424
 3328	 1024	 3072	0.062893	0.049972	0.047756	0.040501
 3328	 1024	 3328	0.062546	0.069754	0.051872	0.043546
 3328	 1024	 3584	0.063241	0.058271	0.056886	0.043475
 3328	 1024	 3840	0.064332	0.061599	0.059780	0.047415
 3328	 1024	 4096	0.084677	0.070327	0.069488	0.055660
 3584	 1024	  256	0.010251	0.010414	0.009215	0.007602
 3584	 1024	  512	0.014199	0.010929	0.011710	0.008445
 3584	 1024	  768	0.017712	0.017428	0.015579	0.011763
 3584	 1024	 1024	0.026917	0.017562	0.016351	0.013396
 3584	 1024	 1280	0.033553	0.033574	0.025569	0.018027
 3584	 1024	 1536	0.032675	0.027288	0.031252	0.019454
 3584	 1024	 1792	0.036498	0.029627	0.033060	0.021372
 3584	 1024	 2048	0.060650	0.039471	0.032418	0.026104
 3584	 1024	 2304	0.041356	0.037574	0.034698	0.030383
 3584	 1024	 2560	0.054817	0.052100	0.047629	0.035557
 3584	 1024	 2816	0.062512	0.053773	0.049385	0.042210
 3584	 1024	 3072	0.062450	0.053652	0.071882	0.040096
 3584	 1024	 3328	0.062477	0.056925	0.057496	0.045106
 3584	 1024	 3584	0.063739	0.057907	0.060879	0.046356
 3584	 1024	 3840	0.088403	0.072779	0.069479	0.059181
 3584	 1024	 4096	0.084124	0.073787	0.066479	0.059036
 3840	 1024	  256	0.010459	0.010927	0.009230	0.005646
 3840	 1024	  512	0.013346	0.010564	0.011915	0.009209
 3840	 1024	  768	0.020632	0.017200	0.015648	0.013335
 3840	 1024	 1024	0.021729	0.018189	0.018120	0.013745
 3840	 1024	 1280	0.031408	0.026855	0.028521	0.021459
 3840	 1024	 1536	0.041136	0.028607	0.039327	0.022261
 3840	 1024	 1792	0.045369	0.035401	0.035687	0.027652
 3840	 1024	 2048	0.042017	0.035716	0.033853	0.031320
 3840	 1024	 2304	0.052500	0.047025	0.047313	0.035102
 3840	 1024	 2560	0.061082	0.050007	0.065058	0.041336
 3840	 1024	 2816	0.060052	0.053074	0.053526	0.042719
 3840	 1024	 3072	0.064103	0.072827	0.057215	0.046036
 3840	 1024	 3328	0.067296	0.056837	0.054492	0.080643
 3840	 1024	 3584	0.088110	0.071893	0.069417	0.059769
 3840	 1024	 3840	0.084813	0.076067	0.066922	0.060074
 3840	 1024	 4096	0.091927	0.072535	0.067852	0.061829
 4096	 1024	  256	0.010914	0.009007	0.009452	0.007960
 4096	 1024	  512	0.013747	0.010992	0.011872	0.009012
 4096	 1024	  768	0.020232	0.017312	0.018041	0.013819
 4096	 1024	 1024	0.035206	0.018617	0.017788	0.014336
 4096	 1024	 1280	0.032266	0.028324	0.029882	0.019136
 4096	 1024	 1536	0.035651	0.029565	0.032432	0.020315
 4096	 1024	 1792	0.041936	0.037225	0.032633	0.029339
 4096	 1024	 2048	0.050727	0.049606	0.039384	0.030610
 4096	 1024	 2304	0.061890	0.049374	0.049903	0.039698
 4096	 1024	 2560	0.062182	0.057954	0.052676	0.039156
 4096	 1024	 2816	0.062331	0.056013	0.051265	0.040990
 4096	 1024	 3072	0.063606	0.058104	0.060746	0.045006
 4096	 1024	 3328	0.079613	0.070189	0.067001	0.058493
 4096	 1024	 3584	0.082175	0.071704	0.071540	0.057348
 4096	 1024	 3840	0.084623	0.076812	0.068142	0.061892
 4096	 1024	 4096	0.085081	0.104387	0.078214	0.065345
  256	 1280	  256	0.007247	0.008931	0.008280	0.004552
  256	 1280	  512	0.007220	0.007474	0.007949	0.004586
  256	 1280	  768	0.008532	0.007513	0.008131	0.004760
  256	 1280	 1024	0.008534	0.007505	0.008229	0.004858
  256	 1280	 1280	0.008794	0.007491	0.008245	0.006301
  256	 1280	 1536	0.008842	0.007548	0.008460	0.006322
  256	 1280	 1792	0.008938	0.007557	0.008398	0.006622
  256	 1280	 2048	0.009135	0.006778	0.008672	0.005476
  256	 1280	 2304	0.010899	0.009207	0.009953	0.008529
  256	 1280	 2560	0.011314	0.009208	0.009136	0.007056
  256	 1280	 2816	0.011749	0.010062	0.009516	0.006941
  256	 1280	 3072	0.011050	0.010071	0.009489	0.007029
  256	 1280	 3328	0.011130	0.010029	0.011298	0.007506
  256	 1280	 3584	0.012133	0.010048	0.009863	0.006922
  256	 1280	 3840	0.011200	0.010098	0.009956	0.007350
  256	 1280	 4096	0.011224	0.009219	0.010111	0.007322
  512	 1280	  256	0.007113	0.007382	0.007914	0.004726
  512	 1280	  512	0.008570	0.007422	0.007950	0.005161
  512	 1280	  768	0.008897	0.007521	0.007926	0.005284
  512	 1280	 1024	0.009147	0.006993	0.008593	0.005752
  512	 1280	 1280	0.011224	0.010153	0.011300	0.007668
  512	 1280	 1536	0.011174	0.010056	0.009539	0.007691
  512	 1280	 1792	0.014459	0.009386	0.009804	0.007677
  512	 1280	 2048	0.011580	0.009532	0.009885	0.007578
  512	 1280	 2304	0.013943	0.011643	0.013643	0.010014
  512	 1280	 2560	0.013908	0.012297	0.014557	0.009192
  512	 1280	 2816	0.013988	0.012298	0.015083	0.009407
  512	 1280	 3072	0.014709	0.012362	0.013447	0.009352
  512	 1280	 3328	0.015906	0.013541	0.014655	0.009028
  512	 1280	 3584	0.015967	0.012485	0.016509	0.009794
  512	 1280	 3840	0.015469	0.012035	0.013575	0.009891
  512	 1280	 4096	0.014862	0.012151	0.013485	0.009906
  768	 1280	  256	0.009072	0.007481	0.007922	0.005215
  768	 1280	  512	0.009182	0.007512	0.008316	0.006857
  768	 1280	  768	0.010947	0.010179	0.008959	0.007278
  768	 1280	 1024	0.011106	0.009252	0.009751	0.006322
  768	 1280	 1280	0.011178	0.010121	0.009918	0.006501
  768	 1280	 1536	0.013880	0.011664	0.013890	0.009443
  768	 1280	 1792	0.015945	0.012342	0.012716	0.009036
  768	 1280	 2048	0.013974	0.012398	0.015538	0.009442
  768	 1280	 2304	0.015899	0.012458	0.013422	0.009495
  768	 1280	 2560	0.014884	0.012010	0.016546	0.010391
  768	 1280	 2816	0.014930	0.012228	0.013841	0.009727
  768	 1280	 3072	0.020028	0.019698	0.017760	0.012828
  768	 1280	 3328	0.023836	0.019479	0.017812	0.012737
  768	 1280	 3584	0.024836	0.020186	0.018162	0.013129
  768	 1280	 3840	0.023932	0.020475	0.017897	0.013458
  768	 1280	 4096	0.024962	0.021476	0.018376	0.014046
 1024	 1280	  256	0.008583	0.007706	0.008130	0.005529
 1024	 1280	  512	0.008936	0.007636	0.008626	0.005817
 1024	 1280	  768	0.011165	0.009321	0.009784	0.008189
 1024	 1280	 1024	0.011608	0.009299	0.009901	0.006358
 1024	 1280	 1280	0.013991	0.012266	0.014446	0.009388
 1024	 1280	 1536	0.014093	0.012394	0.013333	0.009384
 1024	 1280	 1792	0.022788	0.012471	0.013208	0.009815
 1024	 1280	 2048	0.016148	0.013007	0.013620	0.009774
 1024	 1280	 2304	0.020107	0.019542	0.019393	0.013464
 1024	 1280	 2560	0.023894	0.019981	0.018058	0.012984
 1024	 1280	 2816	0.024874	0.019256	0.018321	0.013501
 1024	 1280	 3072	0.023889	0.020820	0.019444	0.013860
 1024	 1280	 3328	0.025152	0.020574	0.018416	0.015882
 1024	 1280	 3584	0.040311	0.021155	0.019224	0.017473
 1024	 1280	 3840	0.024372	0.021001	0.019249	0.017104
 1024	 1280	 4096	0.025458	0.021263	0.021934	0.017044
 1280	 1280	  256	0.008993	0.007684	0.008260	0.005529
 1280	 1280	  512	0.011278	0.009420	0.009378	0.007770
 1280	 1280	  768	0.011513	0.010262	0.010133	0.006732
 1280	 1280	 1024	0.013982	0.012375	0.014576	0.010051
 1280	 1280	 1280	0.015955	0.012421	0.014819	0.009136
 1280	 1280	 1536	0.015970	0.012037	0.013579	0.010158
 1280	 1280	 1792	0.024561	0.019684	0.017866	0.012894
 1280	 1280	 2048	0.024929	0.019713	0.018226	0.013024
 1280	 1280	 2304	0.023903	0.019862	0.019167	0.013544
 1280	 1280	 2560	0.023957	0.020805	0.021005	0.017313
 1280	 1280	 2816	0.025214	0.021071	0.018574	0.016780
 1280	 1280	 3072	0.040950	0.020848	0.022396	0.016300
 1280	 1280	 3328	0.025500	0.021298	0.022188	0.017116
 1280	 1280	 3584	0.033911	0.032561	0.029672	0.024250
 1280	 1280	 3840	0.035547	0.032617	0.042465	0.021835
 1280	 1280	 4096	0.038945	0.034112	0.035040	0.023552
 1536	 1280	  256	0.008914	0.008361	0.008647	0.007343
 1536	 1280	  512	0.011088	0.009354	0.009326	0.007430
 1536	 1280	  768	0.013975	0.011725	0.011993	0.009856
 1536	 1280	 1024	0.014755	0.013413	0.012486	0.009495
 1536	 1280	 1280	0.014919	0.012032	0.013548	0.009845
 1536	 1280	 1536	0.024633	0.028129	0.017678	0.013775
 1536	 1280	 1792	0.023948	0.019875	0.018253	0.013624
 1536	 1280	 2048	0.020742	0.020038	0.018147	0.014036
 1536	 1280	 2304	0.031033	0.021393	0.018845	0.016442
 1536	 1280	 2560	0.025258	0.020887	0.019601	0.016973
 1536	 1280	 2816	0.024742	0.021246	0.019628	0.016905
 1536	 1280	 3072	0.034448	0.034280	0.031239	0.021907
 1536	 1280	 3328	0.038545	0.038775	0.042339	0.023382
 1536	 1280	 3584	0.048453	0.034137	0.036194	0.023532
 1536	 1280	 3840	0.042173	0.035420	0.038928	0.027987
 1536	 1280	 4096	0.049244	0.035375	0.036630	0.026441
 1792	 1280	  256	0.008902	0.008809	0.008730	0.005917
 1792	 1280	  512	0.011393	0.009382	0.009790	0.006547
 1792	 1280	  768	0.014057	0.012376	0.014703	0.010329
 1792	 1280	 1024	0.014843	0.013494	0.013238	0.010486
 1792	 1280	 1280	0.023542	0.019587	0.020952	0.012800
 1792	 1280	 1536	0.024990	0.019740	0.017810	0.013593
 1792	 1280	 1792	0.020860	0.020800	0.019130	0.014256
 1792	 1280	 2048	0.025652	0.021392	0.019220	0.016325
 1792	 1280	 2304	0.027412	0.022143	0.020132	0.017595
 1792	 1280	 2560	0.043763	0.032134	0.033326	0.024955
 1792	 1280	 2816	0.049000	0.032586	0.035849	0.025899
 1792	 1280	 3072	0.048156	0.034512	0.037752	0.026128
 1792	 1280	 3328	0.048353	0.034642	0.037947	0.032939
 1792	 1280	 3584	0.048598	0.036466	0.039694	0.025611
 1792	 1280	 3840	0.047282	0.041862	0.039573	0.033380
 1792	 1280	 4096	0.049346	0.043249	0.039600	0.035026
 2048	 1280	  256	0.009195	0.008288	0.008741	0.005868
 2048	 1280	  512	0.011744	0.009340	0.009940	0.006621
 2048	 1280	  768	0.014778	0.018865	0.015407	0.009790
 2048	 1280	 1024	0.015954	0.013487	0.013402	0.009954
 2048	 1280	 1280	0.020136	0.020735	0.019903	0.015816
 2048	 1280	 1536	0.025130	0.019991	0.018398	0.014085
 2048	 1280	 1792	0.024402	0.021292	0.022040	0.016167
 2048	 1280	 2048	0.025754	0.021360	0.021937	0.017394
 2048	 1280	 2304	0.034437	0.032370	0.032691	0.022944
 2048	 1280	 2560	0.048216	0.035821	0.035659	0.023242
 2048	 1280	 2816	0.048318	0.035126	0.038751	0.024502
 2048	 1280	 3072	0.048581	0.035598	0.036907	0.024562
 2048	 1280	 3328	0.070547	0.041223	0.038206	0.034097
 2048	 1280	 3584	0.048390	0.041898	0.039549	0.032431
 2048	 1280	 3840	0.049983	0.043323	0.039544	0.037396
 2048	 1280	 4096	0.051298	0.044075	0.041673	0.037841
 2304	 1280	  256	0.012104	0.011039	0.009631	0.007407
 2304	 1280	  512	0.017701	0.012277	0.012397	0.009452
 2304	 1280	  768	0.015657	0.013542	0.013519	0.010024
 2304	 1280	 1024	0.024502	0.019483	0.017705	0.013379
 2304	 1280	 1280	0.024969	0.019968	0.018043	0.013935
 2304	 1280	 1536	0.024324	0.021996	0.018691	0.016258
 2304	 1280	 1792	0.025809	0.023418	0.019960	0.016641
 2304	 1280	 2048	0.048140	0.034176	0.031897	0.022791
 2304	 1280	 2304	0.048185	0.032846	0.037069	0.024073
 2304	 1280	 2560	0.048301	0.041577	0.037244	0.024702
 2304	 1280	 2816	0.048553	0.036160	0.037366	0.025457
 2304	 1280	 3072	0.048908	0.041760	0.037741	0.032009
 2304	 1280	 3328	0.049515	0.041751	0.043559	0.034667
 2304	 1280	 3584	0.049946	0.044241	0.047729	0.036238
 2304	 1280	 3840	0.072202	0.061490	0.055346	0.042692
 2304	 1280	 4096	0.074553	0.062967	0.058836	0.045769
 2560	 1280	  256	0.011480	0.010543	0.009808	0.007473
 2560	 1280	  512	0.014468	0.012464	0.014479	0.010401
 2560	 1280	  768	0.016028	0.012663	0.013693	0.010823
 2560	 1280	 1024	0.024755	0.020618	0.017792	0.013639
 2560	 1280	 1280	0.025019	0.020485	0.018191	0.015332
 2560	 1280	 1536	0.025399	0.020848	0.019603	0.016700
 2560	 1280	 1792	0.042662	0.038520	0.032033	0.024633
 2560	 1280	 2048	0.049691	0.032755	0.035647	0.023549
 2560	 1280	 2304	0.045423	0.035465	0.040584	0.025193
 2560	 1280	 2560	0.048678	0.043113	0.037292	0.033420
 2560	 1280	 2816	0.049179	0.040615	0.038530	0.034034
 2560	 1280	 3072	0.049798	0.043024	0.045984	0.038878
 2560	 1280	 3328	0.050825	0.045670	0.048534	0.042317
 2560	 1280	 3584	0.074441	0.067777	0.058561	0.043167
 2560	 1280	 3840	0.076116	0.062781	0.057223	0.056462
 2560	 1280	 4096	0.074279	0.059727	0.063511	0.054682
 2816	 1280	  256	0.011212	0.012729	0.010074	0.008082
 2816	 1280	  512	0.016580	0.012509	0.013073	0.009349
 2816	 1280	  768	0.016394	0.012693	0.013951	0.010550
 2816	 1280	 1024	0.024045	0.020612	0.018633	0.014086
 2816	 1280	 1280	0.025184	0.021512	0.019055	0.017255
 2816	 1280	 1536	0.027371	0.021517	0.021999	0.017874
 2816	 1280	 1792	0.038123	0.032669	0.035398	0.022470
 2816	 1280	 2048	0.048979	0.041468	0.036664	0.024600
 2816	 1280	 2304	0.048637	0.036817	0.039661	0.026466
 2816	 1280	 2560	0.047633	0.042743	0.038138	0.032620
 2816	 1280	 2816	0.049975	0.043746	0.046123	0.035106
 2816	 1280	 3072	0.052771	0.063514	0.049407	0.038222
 2816	 1280	 3328	0.068887	0.058896	0.059531	0.045396
 2816	 1280	 3584	0.075981	0.063933	0.057422	0.051865
 2816	 1280	 3840	0.086684	0.061057	0.059004	0.053338
 2816	 1280	 4096	0.081668	0.064514	0.072308	0.067355
 3072	 1280	  256	0.011067	0.010456	0.009712	0.006011
 3072	 1280	  512	0.014165	0.012519	0.015240	0.009334
 3072	 1280	  768	0.023745	0.019570	0.017817	0.013351
 3072	 1280	 1024	0.023854	0.020210	0.018398	0.014732
 3072	 1280	 1280	0.025338	0.021534	0.020051	0.017085
 3072	 1280	 1536	0.047934	0.040962	0.035011	0.022464
 3072	 1280	 1792	0.039795	0.033096	0.037518	0.023506
 3072	 1280	 2048	0.048854	0.036697	0.036506	0.024753
 3072	 1280	 2304	0.047751	0.043917	0.038532	0.035701
 3072	 1280	 2560	0.049731	0.042744	0.045380	0.034394
 3072	 1280	 2816	0.051127	0.046611	0.041514	0.038727
 3072	 1280	 3072	0.074335	0.060982	0.056527	0.049815
 3072	 1280	 3328	0.074893	0.099660	0.060984	0.052013
 3072	 1280	 3584	0.075526	0.064307	0.087391	0.053207
 3072	 1280	 3840	0.074875	0.066376	0.067770	0.147165
 3072	 1280	 4096	0.076831	0.070090	0.075616	0.057091
 3328	 1280	  256	0.012669	0.010450	0.009849	0.008407
 3328	 1280	  512	0.016719	0.012507	0.015669	0.010263
 3328	 1280	  768	0.024161	0.019925	0.018148	0.012819
 3328	 1280	 1024	0.025074	0.020332	0.020942	0.015446
 3328	 1280	 1280	0.025142	0.021360	0.019612	0.016743
 3328	 1280	 1536	0.044723	0.032617	0.035899	0.022435
 3328	 1280	 1792	0.048484	0.041269	0.037597	0.025023
 3328	 1280	 2048	0.052617	0.042172	0.037312	0.031140
 3328	 1280	 2304	0.049686	0.042716	0.040883	0.034477
 3328	 1280	 2560	0.050219	0.046914	0.047014	0.038421
 3328	 1280	 2816	0.072515	0.062445	0.056284	0.044756
 3328	 1280	 3072	0.075413	0.059576	0.061251	0.063635
 3328	 1280	 3328	0.073526	0.065016	0.065395	0.053118
 3328	 1280	 3584	0.076661	0.066034	0.060749	0.058271
 3328	 1280	 3840	0.076789	0.072792	0.063890	0.059560
 3328	 1280	 4096	0.096779	0.083373	0.076751	0.071085
 3584	 1280	  256	0.012538	0.011195	0.010070	0.008025
 3584	 1280	  512	0.016525	0.012659	0.013394	0.010714
 3584	 1280	  768	0.027563	0.020616	0.017909	0.014151
 3584	 1280	 1024	0.025147	0.020711	0.018880	0.015829
 3584	 1280	 1280	0.047672	0.032680	0.031972	0.022054
 3584	 1280	 1536	0.039947	0.033619	0.037026	0.026796
 3584	 1280	 1792	0.044392	0.036474	0.037540	0.033008
 3584	 1280	 2048	0.072937	0.041472	0.043014	0.037691
 3584	 1280	 2304	0.050313	0.062120	0.041287	0.036206
 3584	 1280	 2560	0.073003	0.060444	0.056848	0.049282
 3584	 1280	 2816	0.083359	0.059359	0.057205	0.048278
 3584	 1280	 3072	0.074868	0.066452	0.059386	0.055672
 3584	 1280	 3328	0.075978	0.072641	0.068253	0.054463
 3584	 1280	 3584	0.079972	0.096091	0.071900	0.060751
 3584	 1280	 3840	0.102610	0.136704	0.083084	0.071476
 3584	 1280	 4096	0.100540	0.106972	0.086539	0.080267
 3840	 1280	  256	0.011972	0.011499	0.010445	0.008951
 3840	 1280	  512	0.016180	0.012685	0.016405	0.010850
 3840	 1280	  768	0.020307	0.019802	0.017927	0.013590
 3840	 1280	 1024	0.025700	0.022012	0.019300	0.016710
 3840	 1280	 1280	0.035833	0.032481	0.036196	0.023261
 3840	 1280	 1536	0.045788	0.035018	0.040216	0.024901
 3840	 1280	 1792	0.052767	0.042136	0.041207	0.034301
 3840	 1280	 2048	0.049673	0.046232	0.041092	0.034764
 3840	 1280	 2304	0.066210	0.060465	0.055093	0.043395
 3840	 1280	 2560	0.075349	0.061621	0.057298	0.051280
 3840	 1280	 2816	0.111286	0.082555	0.064551	0.051504
 3840	 1280	 3072	0.075422	0.071900	0.060524	0.055272
 3840	 1280	 3328	0.092901	0.066974	0.063039	0.059782
 3840	 1280	 3584	0.100042	0.085349	0.077532	0.070645
 3840	 1280	 3840	0.101084	0.085412	0.078213	0.073798
 3840	 1280	 4096	0.101926	0.087162	0.090135	0.076234
 4096	 1280	  256	0.012507	0.012338	0.010449	0.009138
 4096	 1280	  512	0.014945	0.012727	0.013631	0.011321
 4096	 1280	  768	0.020555	0.020093	0.020970	0.017426
 4096	 1280	 1024	0.025181	0.021180	0.019870	0.017780
 4096	 1280	 1280	0.053345	0.032361	0.036237	0.023662
 4096	 1280	 1536	0.048800	0.036074	0.037040	0.025384
 4096	 1280	 1792	0.048077	0.042263	0.044197	0.032433
 4096	 1280	 2048	0.052551	0.044220	0.046942	0.038299
 4096	 1280	 2304	0.070874	0.064912	0.056226	0.050278
 4096	 1280	 2560	0.075317	0.059945	0.063725	0.050113
 4096	 1280	 2816	0.116036	0.064857	0.067707	0.052425
