#   M	    K	    N	    v3.3	  no_tma	 dev_tma	host_tma
 1024	 2304	 3584	0.042613	0.032959	0.029803	0.026484
 1024	 2304	 3840	0.042945	0.032920	0.030819	0.027000
 1024	 2304	 4096	0.044110	0.034201	0.030620	0.027904
 1280	 2304	  256	0.013985	0.010451	0.011001	0.010771
 1280	 2304	  512	0.017746	0.013025	0.012323	0.011537
 1280	 2304	  768	0.017033	0.013160	0.013513	0.011991
 1280	 2304	 1024	0.021853	0.019867	0.021250	0.014365
 1280	 2304	 1280	0.025525	0.019423	0.023015	0.015284
 1280	 2304	 1536	0.025907	0.019823	0.019802	0.015650
 1280	 2304	 1792	0.032522	0.030345	0.027013	0.021627
 1280	 2304	 2048	0.033306	0.031406	0.028021	0.021628
 1280	 2304	 2304	0.034190	0.032302	0.027878	0.023187
 1280	 2304	 2560	0.039710	0.031591	0.028468	0.025470
 1280	 2304	 2816	0.041398	0.031900	0.029326	0.026177
 1280	 2304	 3072	0.044959	0.033401	0.030284	0.027377
 1280	 2304	 3328	0.045962	0.033930	0.031671	0.027995
 1280	 2304	 3584	0.060842	0.055225	0.049848	0.039199
 1280	 2304	 3840	0.061108	0.056732	0.051670	0.039353
 1280	 2304	 4096	0.069063	0.057658	0.054744	0.042080
 1536	 2304	  256	0.013886	0.010660	0.011425	0.008804
 1536	 2304	  512	0.016913	0.013053	0.013144	0.011723
 1536	 2304	  768	0.021701	0.019998	0.020160	0.015239
 1536	 2304	 1024	0.022054	0.020195	0.021667	0.015585
 1536	 2304	 1280	0.024701	0.019599	0.019732	0.016005
 1536	 2304	 1536	0.032917	0.030406	0.027264	0.021985
 1536	 2304	 1792	0.033306	0.031265	0.027586	0.022373
 1536	 2304	 2048	0.034667	0.031779	0.028302	0.023059
 1536	 2304	 2304	0.041132	0.031580	0.029029	0.026624
 1536	 2304	 2560	0.043702	0.033529	0.029830	0.027457
 1536	 2304	 2816	0.046329	0.034008	0.031787	0.028794
 1536	 2304	 3072	0.061735	0.054294	0.053197	0.041240
 1536	 2304	 3328	0.065188	0.056367	0.053310	0.040430
 1536	 2304	 3584	0.068689	0.057255	0.055866	0.041597
 1536	 2304	 3840	0.073462	0.059538	0.058977	0.043897
 1536	 2304	 4096	0.078482	0.060551	0.058463	0.046306
 1792	 2304	  256	0.014269	0.010598	0.011337	0.008806
 1792	 2304	  512	0.016970	0.013066	0.013454	0.011890
 1792	 2304	  768	0.021986	0.020536	0.020687	0.014291
 1792	 2304	 1024	0.024703	0.021558	0.025360	0.015046
 1792	 2304	 1280	0.032212	0.030250	0.027385	0.021630
 1792	 2304	 1536	0.033322	0.031730	0.027942	0.022710
 1792	 2304	 1792	0.034755	0.031656	0.028314	0.023790
 1792	 2304	 2048	0.041802	0.033032	0.029937	0.026556
 1792	 2304	 2304	0.043082	0.034351	0.030676	0.027442
 1792	 2304	 2560	0.063293	0.054253	0.053429	0.038817
 1792	 2304	 2816	0.065144	0.055615	0.057537	0.040721
 1792	 2304	 3072	0.069178	0.056063	0.057756	0.043215
 1792	 2304	 3328	0.072593	0.058417	0.059813	0.044304
 1792	 2304	 3584	0.077975	0.060315	0.061293	0.044891
 1792	 2304	 3840	0.087651	0.065812	0.060326	0.055615
 1792	 2304	 4096	0.088508	0.067522	0.060604	0.058851
 2048	 2304	  256	0.014391	0.010594	0.011690	0.009192
 2048	 2304	  512	0.016954	0.013199	0.013239	0.014151
 2048	 2304	  768	0.022334	0.020665	0.022029	0.015779
 2048	 2304	 1024	0.025578	0.021418	0.024114	0.017423
 2048	 2304	 1280	0.033025	0.031557	0.027293	0.022554
 2048	 2304	 1536	0.034776	0.031438	0.029955	0.023445
 2048	 2304	 1792	0.040758	0.032954	0.030596	0.027272
 2048	 2304	 2048	0.043607	0.033553	0.030847	0.028300
 2048	 2304	 2304	0.061747	0.054086	0.054344	0.039868
 2048	 2304	 2560	0.071524	0.055475	0.058398	0.040576
 2048	 2304	 2816	0.072310	0.057498	0.063910	0.043969
 2048	 2304	 3072	0.076274	0.059432	0.063345	0.046362
 2048	 2304	 3328	0.083327	0.066637	0.060370	0.054044
 2048	 2304	 3584	0.086108	0.067415	0.061231	0.057764
 2048	 2304	 3840	0.093062	0.069341	0.062970	0.061602
 2048	 2304	 4096	0.093481	0.070148	0.063463	0.064433
 2304	 2304	  256	0.019055	0.013586	0.012362	0.011645
 2304	 2304	  512	0.021724	0.020206	0.020374	0.014860
 2304	 2304	  768	0.025221	0.021483	0.025723	0.015739
 2304	 2304	 1024	0.031982	0.030364	0.027189	0.021708
 2304	 2304	 1280	0.033747	0.032492	0.028113	0.023251
 2304	 2304	 1536	0.040717	0.032305	0.028856	0.025912
 2304	 2304	 1792	0.043549	0.033396	0.031341	0.027525
 2304	 2304	 2048	0.062643	0.055620	0.051263	0.038173
 2304	 2304	 2304	0.075228	0.057677	0.058888	0.040896
 2304	 2304	 2560	0.075357	0.059331	0.061355	0.044404
 2304	 2304	 2816	0.078449	0.061781	0.058980	0.046094
 2304	 2304	 3072	0.083130	0.066642	0.060284	0.056468
 2304	 2304	 3328	0.086621	0.068660	0.063097	0.061042
 2304	 2304	 3584	0.091157	0.070835	0.064333	0.064018
 2304	 2304	 3840	0.120005	0.095643	0.087813	0.075400
 2304	 2304	 4096	0.117786	0.096902	0.090243	0.081235
 2560	 2304	  256	0.017558	0.013627	0.012069	0.012274
 2560	 2304	  512	0.021834	0.020528	0.020693	0.015409
 2560	 2304	  768	0.024980	0.021439	0.024757	0.016378
 2560	 2304	 1024	0.032538	0.030779	0.027744	0.022704
 2560	 2304	 1280	0.039931	0.031704	0.029265	0.025869
 2560	 2304	 1536	0.042743	0.033821	0.030953	0.027375
 2560	 2304	 1792	0.059939	0.054225	0.055334	0.039123
 2560	 2304	 2048	0.070748	0.057245	0.057334	0.040964
 2560	 2304	 2304	0.076038	0.058391	0.057345	0.042940
 2560	 2304	 2560	0.083889	0.065136	0.058828	0.053000
 2560	 2304	 2816	0.085882	0.066753	0.060422	0.058112
 2560	 2304	 3072	0.086764	0.068256	0.062615	0.060733
 2560	 2304	 3328	0.092403	0.071778	0.064119	0.064981
 2560	 2304	 3584	0.118732	0.095718	0.089106	0.079621
 2560	 2304	 3840	0.128333	0.098299	0.090820	0.084645
 2560	 2304	 4096	0.127423	0.100201	0.091340	0.087633
 2816	 2304	  256	0.018504	0.013528	0.012866	0.011227
 2816	 2304	  512	0.022154	0.020591	0.022273	0.015145
 2816	 2304	  768	0.025438	0.021853	0.024919	0.016707
 2816	 2304	 1024	0.033562	0.032204	0.028058	0.023026
 2816	 2304	 1280	0.041287	0.033100	0.029413	0.026708
 2816	 2304	 1536	0.044270	0.035445	0.031239	0.028419
 2816	 2304	 1792	0.065457	0.056625	0.056847	0.041059
 2816	 2304	 2048	0.078067	0.057082	0.059237	0.043275
 2816	 2304	 2304	0.080619	0.060284	0.058925	0.044899
 2816	 2304	 2560	0.084844	0.065893	0.060457	0.057018
 2816	 2304	 2816	0.086538	0.068901	0.061776	0.060585
 2816	 2304	 3072	0.090806	0.070309	0.064999	0.066095
 2816	 2304	 3328	0.120036	0.097171	0.089688	0.081525
 2816	 2304	 3584	0.133331	0.097851	0.090417	0.083824
 2816	 2304	 3840	0.131011	0.101295	0.093303	0.089004
 2816	 2304	 4096	0.131814	0.103559	0.094309	0.092744
 3072	 2304	  256	0.018363	0.013689	0.012817	0.012020
 3072	 2304	  512	0.022482	0.021304	0.022386	0.015023
 3072	 2304	  768	0.032604	0.030421	0.027289	0.021725
 3072	 2304	 1024	0.034247	0.032347	0.029322	0.024764
 3072	 2304	 1280	0.044359	0.033593	0.030655	0.028249
 3072	 2304	 1536	0.060232	0.054871	0.047704	0.039774
 3072	 2304	 1792	0.068692	0.057183	0.059331	0.041972
 3072	 2304	 2048	0.082202	0.060363	0.059002	0.045467
 3072	 2304	 2304	0.086773	0.065720	0.060245	0.056680
 3072	 2304	 2560	0.087751	0.068213	0.061891	0.061231
 3072	 2304	 2816	0.092167	0.070658	0.065188	0.064577
 3072	 2304	 3072	0.117342	0.097246	0.089853	0.080981
 3072	 2304	 3328	0.132127	0.097078	0.091121	0.085165
 3072	 2304	 3584	0.134087	0.103680	0.093527	0.089752
 3072	 2304	 3840	0.128013	0.104050	0.096153	0.096409
 3072	 2304	 4096	0.136037	0.105937	0.097037	0.098008
 3328	 2304	  256	0.017558	0.013705	0.013718	0.010793
 3328	 2304	  512	0.025244	0.021224	0.023064	0.015982
 3328	 2304	  768	0.032616	0.031208	0.027953	0.021703
 3328	 2304	 1024	0.040727	0.032483	0.029091	0.025755
 3328	 2304	 1280	0.045103	0.034414	0.032087	0.028663
 3328	 2304	 1536	0.067778	0.056245	0.058670	0.041164
 3328	 2304	 1792	0.073939	0.056989	0.058066	0.044926
 3328	 2304	 2048	0.088032	0.066780	0.059157	0.054331
 3328	 2304	 2304	0.088150	0.068297	0.061655	0.059547
 3328	 2304	 2560	0.090061	0.071308	0.064387	0.066380
 3328	 2304	 2816	0.118416	0.096476	0.090228	0.080367
 3328	 2304	 3072	0.127788	0.098041	0.091317	0.084254
 3328	 2304	 3328	0.134145	0.103638	0.093765	0.089426
 3328	 2304	 3584	0.135134	0.103438	0.095725	0.097083
 3328	 2304	 3840	0.142251	0.107728	0.096927	0.101559
 3328	 2304	 4096	0.170134	0.135294	0.123170	0.117132
 3584	 2304	  256	0.017858	0.013736	0.013057	0.012356
 3584	 2304	  512	0.026095	0.021361	0.025210	0.017147
 3584	 2304	  768	0.033837	0.032275	0.028023	0.022975
 3584	 2304	 1024	0.040981	0.033153	0.029911	0.027672
 3584	 2304	 1280	0.059842	0.054907	0.050354	0.038926
 3584	 2304	 1536	0.069222	0.057274	0.060066	0.042691
 3584	 2304	 1792	0.078060	0.060428	0.059189	0.045879
 3584	 2304	 2048	0.092190	0.068367	0.061488	0.059000
 3584	 2304	 2304	0.092082	0.069063	0.063554	0.062177
 3584	 2304	 2560	0.114921	0.095430	0.089571	0.077589
 3584	 2304	 2816	0.126741	0.098646	0.090633	0.083010
 3584	 2304	 3072	0.127985	0.104006	0.092794	0.090254
 3584	 2304	 3328	0.137764	0.105909	0.094956	0.091524
 3584	 2304	 3584	0.139797	0.110152	0.100864	0.102480
 3584	 2304	 3840	0.171624	0.136862	0.122877	0.120129
 3584	 2304	 4096	0.174112	0.141934	0.126087	0.122970
 3840	 2304	  256	0.018108	0.013737	0.013717	0.014300
 3840	 2304	  512	0.026219	0.021992	0.025756	0.016041
 3840	 2304	  768	0.034130	0.032440	0.028676	0.024495
 3840	 2304	 1024	0.042725	0.034007	0.030894	0.028521
 3840	 2304	 1280	0.061504	0.055740	0.058515	0.041620
 3840	 2304	 1536	0.073829	0.057569	0.058134	0.043133
 3840	 2304	 1792	0.087461	0.066800	0.060131	0.055838
 3840	 2304	 2048	0.093286	0.068583	0.061737	0.061023
 3840	 2304	 2304	0.112699	0.095384	0.089218	0.075972
 3840	 2304	 2560	0.126225	0.097549	0.090531	0.082543
 3840	 2304	 2816	0.128750	0.100407	0.091908	0.088536
 3840	 2304	 3072	0.133706	0.102528	0.093031	0.094733
 3840	 2304	 3328	0.141138	0.107842	0.099381	0.097650
 3840	 2304	 3584	0.174445	0.136500	0.123776	0.115896
 3840	 2304	 3840	0.174119	0.139943	0.126501	0.122980
 3840	 2304	 4096	0.176886	0.139416	0.127064	0.127670
 4096	 2304	  256	0.019195	0.016876	0.014207	0.014539
 4096	 2304	  512	0.025931	0.021805	0.025511	0.018385
 4096	 2304	  768	0.036537	0.033168	0.028421	0.024567
 4096	 2304	 1024	0.044828	0.035541	0.031560	0.029212
 4096	 2304	 1280	0.066526	0.056004	0.058883	0.041692
 4096	 2304	 1536	0.077119	0.060177	0.058756	0.045591
 4096	 2304	 1792	0.088336	0.068151	0.061481	0.059355
 4096	 2304	 2048	0.098284	0.069542	0.064054	0.063945
 4096	 2304	 2304	0.119078	0.096644	0.090162	0.080991
 4096	 2304	 2560	0.127186	0.099046	0.091694	0.084967
 4096	 2304	 2816	0.130574	0.103853	0.093890	0.092188
 4096	 2304	 3072	0.141740	0.105387	0.096744	0.098789
 4096	 2304	 3328	0.176579	0.135801	0.123533	0.116768
 4096	 2304	 3584	0.175155	0.140173	0.126085	0.123013
 4096	 2304	 3840	0.177552	0.142325	0.129906	0.127046
 4096	 2304	 4096	0.181825	0.141800	0.130306	0.132383
  256	 2560	  256	0.011499	0.009611	0.009899	0.006750
  256	 2560	  512	0.010899	0.009658	0.010300	0.006826
  256	 2560	  768	0.013510	0.011051	0.010946	0.007044
  256	 2560	 1024	0.013560	0.010971	0.011209	0.007572
  256	 2560	 1280	0.013923	0.011037	0.011658	0.010305
  256	 2560	 1536	0.014071	0.011113	0.011582	0.010469
  256	 2560	 1792	0.014226	0.011182	0.011937	0.011316
  256	 2560	 2048	0.013972	0.011164	0.012016	0.011583
  256	 2560	 2304	0.018031	0.013969	0.012752	0.011886
  256	 2560	 2560	0.017982	0.013990	0.013531	0.011897
  256	 2560	 2816	0.018025	0.013972	0.013127	0.011798
  256	 2560	 3072	0.018157	0.014103	0.013441	0.011973
  256	 2560	 3328	0.018058	0.014089	0.013332	0.012162
  256	 2560	 3584	0.018432	0.014137	0.013645	0.012404
  256	 2560	 3840	0.018140	0.014055	0.013856	0.012574
  256	 2560	 4096	0.017998	0.014066	0.013896	0.012633
  512	 2560	  256	0.010887	0.009668	0.010521	0.007000
  512	 2560	  512	0.013564	0.010995	0.011248	0.008249
  512	 2560	  768	0.014113	0.011166	0.012319	0.012059
  512	 2560	 1024	0.014007	0.011229	0.012147	0.009168
  512	 2560	 1280	0.018035	0.013955	0.012882	0.013050
  512	 2560	 1536	0.018101	0.014361	0.014036	0.012583
  512	 2560	 1792	0.018402	0.014221	0.014091	0.013058
  512	 2560	 2048	0.017981	0.014608	0.014330	0.013369
  512	 2560	 2304	0.023613	0.021598	0.022324	0.016738
  512	 2560	 2560	0.023623	0.021683	0.022174	0.016826
  512	 2560	 2816	0.023797	0.022012	0.022515	0.016732
  512	 2560	 3072	0.024231	0.021982	0.023995	0.016287
  512	 2560	 3328	0.027783	0.021197	0.025906	0.016485
  512	 2560	 3584	0.027857	0.021530	0.028152	0.017012
  512	 2560	 3840	0.027896	0.024463	0.028155	0.017495
  512	 2560	 4096	0.028351	0.023425	0.028152	0.017345
  768	 2560	  256	0.013627	0.011604	0.010888	0.008090
  768	 2560	  512	0.013999	0.011225	0.012166	0.010922
  768	 2560	  768	0.018202	0.013885	0.012843	0.012145
  768	 2560	 1024	0.017940	0.013924	0.014043	0.012426
  768	 2560	 1280	0.018168	0.014132	0.014597	0.013128
  768	 2560	 1536	0.023573	0.020821	0.021832	0.016472
  768	 2560	 1792	0.023897	0.021822	0.024371	0.016344
  768	 2560	 2048	0.023927	0.022250	0.025499	0.016089
  768	 2560	 2304	0.026904	0.021377	0.026834	0.016328
  768	 2560	 2560	0.027771	0.021757	0.028925	0.016859
  768	 2560	 2816	0.028235	0.024701	0.026228	0.017415
  768	 2560	 3072	0.035350	0.033322	0.029973	0.023386
  768	 2560	 3328	0.037306	0.033715	0.030018	0.024258
  768	 2560	 3584	0.039640	0.034080	0.030169	0.025928
  768	 2560	 3840	0.040553	0.034374	0.030634	0.025924
  768	 2560	 4096	0.040165	0.035181	0.031942	0.026260
 1024	 2560	  256	0.014397	0.011587	0.011088	0.008677
 1024	 2560	  512	0.014156	0.011376	0.012244	0.009434
 1024	 2560	  768	0.018189	0.013992	0.013097	0.012574
 1024	 2560	 1024	0.018097	0.014085	0.014111	0.010399
 1024	 2560	 1280	0.023885	0.021694	0.022228	0.016861
 1024	 2560	 1536	0.024254	0.022222	0.022683	0.015750
 1024	 2560	 1792	0.027041	0.021540	0.029390	0.017000
 1024	 2560	 2048	0.025781	0.022158	0.021905	0.017233
 1024	 2560	 2304	0.035667	0.033342	0.029553	0.023805
 1024	 2560	 2560	0.035980	0.034343	0.030350	0.024508
 1024	 2560	 2816	0.037666	0.034232	0.030283	0.025477
 1024	 2560	 3072	0.041171	0.034989	0.030808	0.026917
 1024	 2560	 3328	0.047937	0.035130	0.031823	0.029327
 1024	 2560	 3584	0.046967	0.036271	0.032694	0.029606
 1024	 2560	 3840	0.048507	0.036960	0.033366	0.030985
 1024	 2560	 4096	0.049266	0.037396	0.033699	0.031984
 1280	 2560	  256	0.014512	0.010032	0.011603	0.012073
 1280	 2560	  512	0.018052	0.013945	0.013408	0.012803
 1280	 2560	  768	0.018299	0.014076	0.014663	0.013630
 1280	 2560	 1024	0.023572	0.021816	0.024014	0.016831
 1280	 2560	 1280	0.027581	0.021071	0.025684	0.016310
 1280	 2560	 1536	0.028181	0.021614	0.021506	0.017327
 1280	 2560	 1792	0.035433	0.033352	0.029640	0.023760
 1280	 2560	 2048	0.036518	0.033780	0.029255	0.023898
 1280	 2560	 2304	0.037186	0.034372	0.030691	0.026243
 1280	 2560	 2560	0.044867	0.034846	0.030523	0.028159
 1280	 2560	 2816	0.049594	0.036442	0.032840	0.029410
 1280	 2560	 3072	0.049762	0.037123	0.033361	0.030996
 1280	 2560	 3328	0.051050	0.038554	0.035227	0.031682
 1280	 2560	 3584	0.065599	0.060916	0.055976	0.043748
 1280	 2560	 3840	0.068188	0.063103	0.059159	0.045309
 1280	 2560	 4096	0.074785	0.063779	0.060996	0.044553
 1536	 2560	  256	0.014214	0.011371	0.012114	0.009549
 1536	 2560	  512	0.017966	0.013978	0.014281	0.012730
 1536	 2560	  768	0.023694	0.022027	0.021418	0.016829
 1536	 2560	 1024	0.024291	0.022032	0.024276	0.016278
 1536	 2560	 1280	0.027880	0.021565	0.021286	0.017686
 1536	 2560	 1536	0.035773	0.033244	0.029553	0.023969
 1536	 2560	 1792	0.036832	0.033872	0.030208	0.024567
 1536	 2560	 2048	0.038432	0.034301	0.031081	0.027653
 1536	 2560	 2304	0.045899	0.034762	0.031498	0.029044
 1536	 2560	 2560	0.050824	0.036971	0.033412	0.030493
 1536	 2560	 2816	0.051158	0.037886	0.034364	0.032100
 1536	 2560	 3072	0.065974	0.060828	0.058860	0.043705
 1536	 2560	 3328	0.072299	0.062700	0.061975	0.046165
 1536	 2560	 3584	0.076458	0.063550	0.063943	0.046417
 1536	 2560	 3840	0.081425	0.065923	0.065272	0.046894
 1536	 2560	 4096	0.088079	0.067644	0.067448	0.051291
 1792	 2560	  256	0.016709	0.011353	0.011893	0.009586
 1792	 2560	  512	0.018232	0.013988	0.014140	0.014922
 1792	 2560	  768	0.024004	0.022554	0.024428	0.017218
 1792	 2560	 1024	0.027888	0.023532	0.026952	0.016508
 1792	 2560	 1280	0.035231	0.033331	0.029884	0.023976
 1792	 2560	 1536	0.036857	0.035597	0.030301	0.025499
 1792	 2560	 1792	0.038362	0.034808	0.031333	0.027315
 1792	 2560	 2048	0.044849	0.035811	0.032265	0.029892
 1792	 2560	 2304	0.051856	0.037617	0.034329	0.030975
 1792	 2560	 2560	0.067818	0.060118	0.061046	0.043874
 1792	 2560	 2816	0.073459	0.061797	0.064750	0.045350
 1792	 2560	 3072	0.076125	0.063537	0.065036	0.048467
 1792	 2560	 3328	0.081630	0.065306	0.068060	0.051510
 1792	 2560	 3584	0.086535	0.067621	0.064707	0.052398
 1792	 2560	 3840	0.096220	0.074203	0.064943	0.062892
 1792	 2560	 4096	0.101738	0.075186	0.066466	0.063925
 2048	 2560	  256	0.014521	0.011451	0.012318	0.010286
 2048	 2560	  512	0.018553	0.014231	0.014563	0.013879
 2048	 2560	  768	0.024436	0.022392	0.023485	0.016711
 2048	 2560	 1024	0.028369	0.023980	0.028240	0.017229
 2048	 2560	 1280	0.036083	0.034614	0.029771	0.024289
 2048	 2560	 1536	0.038425	0.034423	0.031158	0.028192
 2048	 2560	 1792	0.046089	0.036064	0.032215	0.029903
 2048	 2560	 2048	0.050293	0.036854	0.034591	0.031721
 2048	 2560	 2304	0.071751	0.060921	0.062162	0.044365
 2048	 2560	 2560	0.077218	0.062393	0.064393	0.045513
 2048	 2560	 2816	0.077921	0.064240	0.062901	0.049069
 2048	 2560	 3072	0.084322	0.066165	0.064436	0.049944
 2048	 2560	 3328	0.093412	0.073763	0.066127	0.061549
 2048	 2560	 3584	0.097495	0.073313	0.066936	0.063672
 2048	 2560	 3840	0.103020	0.075930	0.068893	0.069966
 2048	 2560	 4096	0.102820	0.077728	0.071106	0.071594
 2304	 2560	  256	0.019123	0.015959	0.013079	0.012425
 2304	 2560	  512	0.023604	0.021794	0.021990	0.016219
 2304	 2560	  768	0.027496	0.023222	0.027973	0.017325
 2304	 2560	 1024	0.034916	0.033401	0.029723	0.023803
 2304	 2560	 1280	0.037137	0.035801	0.031395	0.027634
 2304	 2560	 1536	0.045647	0.036416	0.032391	0.029623
 2304	 2560	 1792	0.049132	0.038195	0.034705	0.031677
 2304	 2560	 2048	0.071225	0.060737	0.062675	0.043939
 2304	 2560	 2304	0.081105	0.063635	0.066215	0.046620
 2304	 2560	 2560	0.081275	0.065036	0.063554	0.048129
 2304	 2560	 2816	0.086834	0.069475	0.064349	0.050719
 2304	 2560	 3072	0.092657	0.074854	0.066901	0.062916
 2304	 2560	 3328	0.092702	0.075689	0.067730	0.067356
 2304	 2560	 3584	0.107899	0.077138	0.070161	0.071121
 2304	 2560	 3840	0.127125	0.106172	0.095708	0.084327
 2304	 2560	 4096	0.131043	0.107818	0.098515	0.096295
 2560	 2560	  256	0.018736	0.014539	0.013182	0.013231
 2560	 2560	  512	0.023836	0.022337	0.022903	0.016722
 2560	 2560	  768	0.027894	0.023279	0.027031	0.018430
 2560	 2560	 1024	0.036484	0.034032	0.030209	0.024315
 2560	 2560	 1280	0.044425	0.034858	0.031670	0.029338
 2560	 2560	 1536	0.049781	0.037741	0.034136	0.031156
 2560	 2560	 1792	0.065395	0.060450	0.061991	0.043076
 2560	 2560	 2048	0.078686	0.062750	0.064241	0.046723
 2560	 2560	 2304	0.082800	0.065300	0.063370	0.049609
 2560	 2560	 2560	0.091404	0.072463	0.064009	0.057680
 2560	 2560	 2816	0.094173	0.074235	0.065821	0.064804
 2560	 2560	 3072	0.098657	0.076707	0.069017	0.069419
 2560	 2560	 3328	0.096791	0.079315	0.070455	0.073704
 2560	 2560	 3584	0.129882	0.106748	0.098867	0.090251
 2560	 2560	 3840	0.142177	0.108618	0.100498	0.092863
 2560	 2560	 4096	0.140956	0.111731	0.101825	0.099184
 2816	 2560	  256	0.019194	0.014620	0.013958	0.014026
 2816	 2560	  512	0.024676	0.022148	0.023819	0.017550
 2816	 2560	  768	0.028473	0.024560	0.025585	0.018180
 2816	 2560	 1024	0.037005	0.034377	0.030987	0.027070
 2816	 2560	 1280	0.046186	0.036748	0.032237	0.029550
 2816	 2560	 1536	0.048951	0.038630	0.034211	0.031725
 2816	 2560	 1792	0.073992	0.062273	0.064630	0.046778
 2816	 2560	 2048	0.086359	0.062611	0.062767	0.048689
 2816	 2560	 2304	0.089936	0.066837	0.063677	0.050638
 2816	 2560	 2560	0.094818	0.074138	0.066563	0.063967
 2816	 2560	 2816	0.095728	0.076240	0.067545	0.067178
 2816	 2560	 3072	0.096025	0.079545	0.071443	0.071154
 2816	 2560	 3328	0.135269	0.107502	0.099172	0.092235
 2816	 2560	 3584	0.151444	0.109886	0.101127	0.094820
 2816	 2560	 3840	0.142562	0.110642	0.102233	0.100674
 2816	 2560	 4096	0.144893	0.114984	0.103411	0.099590
 3072	 2560	  256	0.019496	0.014607	0.014126	0.013679
 3072	 2560	  512	0.024355	0.023957	0.023931	0.017159
 3072	 2560	  768	0.035597	0.033542	0.030139	0.024230
 3072	 2560	 1024	0.039805	0.035070	0.031363	0.027667
 3072	 2560	 1280	0.049361	0.036528	0.033966	0.031520
 3072	 2560	 1536	0.068175	0.061038	0.063628	0.044823
 3072	 2560	 1792	0.076731	0.062515	0.062621	0.045574
 3072	 2560	 2048	0.084225	0.066055	0.064299	0.050865
 3072	 2560	 2304	0.093251	0.073864	0.065021	0.063338
 3072	 2560	 2560	0.101790	0.076591	0.069020	0.068949
 3072	 2560	 2816	0.095689	0.079723	0.071900	0.074112
 3072	 2560	 3072	0.131709	0.106080	0.098927	0.092041
 3072	 2560	 3328	0.146481	0.110291	0.101532	0.097469
 3072	 2560	 3584	0.142321	0.114466	0.103422	0.097544
 3072	 2560	 3840	0.139743	0.115421	0.106040	0.100492
 3072	 2560	 4096	0.141406	0.114572	0.107471	0.106630
 3328	 2560	  256	0.018347	0.014580	0.014384	0.011239
 3328	 2560	  512	0.027689	0.023042	0.024829	0.017550
 3328	 2560	  768	0.036865	0.034850	0.030041	0.024880
 3328	 2560	 1024	0.046237	0.035511	0.032288	0.029961
 3328	 2560	 1280	0.052937	0.038942	0.034242	0.032234
 3328	 2560	 1536	0.073552	0.062864	0.064738	0.046699
 3328	 2560	 1792	0.081377	0.065945	0.063307	0.049104
 3328	 2560	 2048	0.097072	0.073112	0.066057	0.060681
 3328	 2560	 2304	0.096862	0.074994	0.068546	0.068908
 3328	 2560	 2560	0.100599	0.078848	0.072066	0.071934
 3328	 2560	 2816	0.132156	0.107290	0.098825	0.094099
 3328	 2560	 3072	0.140822	0.108564	0.101334	0.094165
 3328	 2560	 3328	0.147422	0.114289	0.103042	0.099136
 3328	 2560	 3584	0.149353	0.116479	0.105154	0.100564
 3328	 2560	 3840	0.150856	0.118401	0.107696	0.104426
 3328	 2560	 4096	0.192764	0.152656	0.136411	0.131517
 3584	 2560	  256	0.019460	0.014723	0.013918	0.015366
 3584	 2560	  512	0.028656	0.023616	0.027185	0.017045
 3584	 2560	  768	0.037065	0.034538	0.030237	0.025512
 3584	 2560	 1024	0.046378	0.035747	0.032256	0.031371
 3584	 2560	 1280	0.065493	0.060983	0.061149	0.043931
 3584	 2560	 1536	0.076518	0.063702	0.066469	0.047952
 3584	 2560	 1792	0.091731	0.067405	0.064425	0.051593
 3584	 2560	 2048	0.100213	0.073137	0.066631	0.064091
 3584	 2560	 2304	0.099221	0.078395	0.069705	0.073063
 3584	 2560	 2560	0.127327	0.106178	0.097879	0.091240
 3584	 2560	 2816	0.139937	0.108490	0.100570	0.093653
 3584	 2560	 3072	0.147463	0.112042	0.101479	0.097517
 3584	 2560	 3328	0.143636	0.115143	0.104393	0.103446
 3584	 2560	 3584	0.150300	0.119562	0.109543	0.104293
 3584	 2560	 3840	0.190040	0.154602	0.137126	0.135191
 3584	 2560	 4096	0.192122	0.153883	0.139657	0.139889
 3840	 2560	  256	0.019787	0.014753	0.014328	0.015607
 3840	 2560	  512	0.028289	0.023861	0.027587	0.017216
 3840	 2560	  768	0.038627	0.034515	0.030365	0.025700
 3840	 2560	 1024	0.048833	0.037186	0.033964	0.031314
 3840	 2560	 1280	0.069340	0.061802	0.063911	0.046582
 3840	 2560	 1536	0.081506	0.065016	0.063588	0.049760
 3840	 2560	 1792	0.096288	0.073765	0.065986	0.058757
 3840	 2560	 2048	0.102323	0.077629	0.068580	0.069277
 3840	 2560	 2304	0.125086	0.105329	0.097744	0.082846
 3840	 2560	 2560	0.139626	0.108931	0.099473	0.094907
 3840	 2560	 2816	0.141680	0.109305	0.101980	0.095256
 3840	 2560	 3072	0.140289	0.116850	0.105098	0.101772
 3840	 2560	 3328	0.144885	0.120161	0.107664	0.104697
 3840	 2560	 3584	0.193217	0.152095	0.136599	0.133592
 3840	 2560	 3840	0.194312	0.152941	0.139357	0.135939
 3840	 2560	 4096	0.198165	0.155328	0.138974	0.140037
 4096	 2560	  256	0.019595	0.014757	0.014780	0.016179
 4096	 2560	  512	0.028704	0.024532	0.027846	0.019342
 4096	 2560	  768	0.040151	0.038374	0.031471	0.026972
 4096	 2560	 1024	0.050349	0.038302	0.034335	0.032906
 4096	 2560	 1280	0.075320	0.063034	0.065756	0.047688
